time,url,time spent on this reel,EEG.AF3,EEG.T7,EEG.Pz,EEG.AF4,label,Label
17:10:21,https://www.instagram.com/reels/DHl1NfMsE-a/,41.0,4230.400374360137,4243.084936032012,4082.138078370999,4220.904204138339,Interested,Interested
17:11:02,https://www.instagram.com/reels/DHq67Pfvpkm/,9.0,4227.094919866319,4246.7737270095495,4082.1545533151043,4220.463636638021,Sad,Sad
17:11:11,https://www.instagram.com/reels/DCZgltAh7mI/,6.0,4211.022629764323,4223.947483395833,4063.6635287617187,4206.160853729167,Funny,Funny
17:11:17,https://www.instagram.com/reels/DG-5yNEJjJX/,25.0,4234.912460198125,4246.47840381,4086.333774274375,4225.174515859687,Funny,Funny
17:11:42,https://www.instagram.com/reels/DFbAj8FyW06/,18.0,4228.611777858073,4244.216854437066,4081.3645190230036,4220.788038915364,Funny,Funny
17:12:00,https://www.instagram.com/reels/DDx_Cm4tlsr/,6.0,4230.212338794271,4237.094354643229,4079.873134923177,4221.280376460937,Interesed,Interested
17:12:06,https://www.instagram.com/reels/DHCfRIayQKb/,8.0,4198.47017981836,4213.854923746094,4051.785978794922,4186.248875645508,Excited,Excited
17:12:14,https://www.instagram.com/reels/DEnjCmEvdOL/,18.0,4239.205233177084,4254.8012924448785,4102.262285767795,4235.277110445746,Funny,Funny
17:12:32,https://www.instagram.com/reels/DCt8-F7vdbG/,8.0,4235.698365243164,4237.236578485352,4083.8166074941405,4221.699714225586,Sad,Sad
17:12:40,https://www.instagram.com/reels/DHwng8liFFS/,13.0,4229.159425911659,4241.0439867091345,4084.6056765072112,4220.237220192909,Sad,Sad
17:12:53,https://www.instagram.com/reels/DHq5hOiRID-/,17.0,4226.430702801012,4240.42603236443,4084.178861630514,4219.2199907091,Excited,Excited
17:13:10,https://www.instagram.com/reels/DHi-H5rgCcR/,4.0,4234.512971894532,4241.68769836914,4087.2197980917963,4222.086340923828,Neutral,Neutral
17:13:14,https://www.instagram.com/reels/DHyuTdTx1-x/,4.0,4228.920769705078,4239.505963355469,4083.3651332871095,4220.349561695313,Interested,Interested
17:13:18,https://www.instagram.com/reels/DH4S4DyTvwx/,9.0,4228.315529732638,4242.000980836805,4085.4714232630204,4219.120371096355,Interested,Interested
17:13:27,https://www.instagram.com/reels/DH58AomxQ1l/,6.0,4228.297112179687,4240.893267354167,4082.661261578125,4220.680587800781,Neutral,Neutral
17:13:33,https://www.instagram.com/reels/DHkWIPAJhGa/,23.0,4230.225752651495,4240.988452769362,4085.012238307405,4220.858202424933,Interested,Interested
17:13:56,https://www.instagram.com/reels/DHOxjJxvuDZ/,5.0,4217.4857765375,4237.280041548438,4083.2435802328123,4216.300878935937,Neutral,Neutral
17:14:01,https://www.instagram.com/reels/DG35ve0zY0R/,4.0,4234.165675189453,4244.802182232423,4088.3055324667966,4227.298687939454,Excited,Excited
17:14:05,https://www.instagram.com/reels/DHillETR1_I/,15.0,4229.998735581771,4238.93329293125,4081.4709546442705,4218.565435566667,interested,Interested
17:14:20,https://www.instagram.com/reels/DBgsECwt6sO/,6.0,4230.046077100261,4242.6425660794275,4093.068913154948,4222.014055923177,Neutral,Neutral
17:14:26,https://www.instagram.com/reels/DHGotw-gwlS/,12.0,4227.729706153646,4240.616568261718,4081.9828405416665,4221.193166753255,Neutral,Neutral
17:14:38,https://www.instagram.com/reels/DHCIxaxRA60/,16.0,4225.50042357666,4236.840632229004,4082.393581404297,4217.597090258789,Interested,Interested
17:14:54,https://www.instagram.com/reels/DEyHd46Iqbh/,8.0,4234.175419353516,4248.458031186524,4090.973807116211,4225.767978691407,Excited,Excited
17:15:02,https://www.instagram.com/reels/DHwy15jsMKk/,78.0,4227.5498982722365,4240.424742813105,4085.484124320874,4219.698469486601,Interested,Interested
17:42:24,https://www.instagram.com/reels/DHt_HJThagQ/,55.0,4238.600849628835,4243.162549822585,4085.3579746312503,4225.932360828978,Interested,Interested
17:43:19,https://www.instagram.com/reels/DH3ihPKJNPo/,4.0,4220.124702458985,4231.631108291015,4074.7874083535153,4218.604264283203,Interested,Interested
17:43:23,https://www.instagram.com/reels/DH0zSAlRKvQ/,3.0,4224.814025908854,4233.514615390624,4078.298952080729,4210.785597526042,Neutral,Neutral
17:43:26,https://www.instagram.com/reels/DH6HnQypfTq/,11.0,4233.67032868537,4237.08005490483,4082.613182773438,4220.624272456676,Sad,Sad
17:43:37,https://www.instagram.com/reels/DH4Pl9WzLTR/,38.0,4233.850927934622,4235.202880781045,4080.867622795436,4221.700140832032,neutral,Neutral
17:44:15,https://www.instagram.com/reels/DICFp9FvPww/,0.0,,,,,Funny,Funny
17:44:15,https://www.instagram.com/reels/DH4Pl9WzLTR/,10.0,4232.219254510156,4236.650647179687,4077.408959599219,4221.4695577890625,Funny,Funny
17:44:25,https://www.instagram.com/reels/DICFp9FvPww/,8.0,4231.481498266601,4229.284853950196,4077.687051070313,4220.4902882802735,Neutral,Neutral
17:44:33,https://www.instagram.com/reels/DIBsbzvxFdB/,0.0,,,,,Interested,Interested
17:44:33,https://www.instagram.com/reels/DICFp9FvPww/,0.0,,,,,Interested,Interested
17:44:33,https://www.instagram.com/reels/DIBsbzvxFdB/,12.0,4238.253704414713,4247.744393530599,4079.885063333984,4221.19064936849,Interested,Interested
17:44:45,https://www.instagram.com/reels/DICPZ-By24u/,7.0,4220.4940828928575,4211.973875590402,4079.5053539542414,4221.898612723214,Funny,Funny
17:44:52,https://www.instagram.com/reels/DFWb_3juj0t/,12.0,4230.170942979166,4232.004710546876,4078.4790666985677,4219.521653029948,Excited,Excited
17:45:04,https://www.instagram.com/reels/DH_tvQnzAu-/,22.0,4233.202991073864,4236.372512590554,4081.6798697432528,4223.066083419744,Neutral,Neutral
17:45:26,https://www.instagram.com/reels/DEGhxexyfOj/,13.0,4229.1310661237985,4227.361009320312,4078.0907165967556,4218.184473513221,Neutral,Neutral
17:45:39,https://www.instagram.com/reels/DE5mJlCMZTc/,9.0,4231.239991517362,4233.278802254341,4080.503253087673,4219.143187231771,Sad,Sad
17:45:48,https://www.instagram.com/reels/DB-iLUWANTj/,7.0,4230.328519574777,4231.38750459375,4079.6733371183036,4221.149271311384,Neutral,Neutral
17:45:55,https://www.instagram.com/reels/DHyn0JVMhcK/,18.0,4236.556097700087,4239.912699621961,4087.2694061249995,4223.872749344184,Sad,Sad
17:46:13,https://www.instagram.com/reels/DHuia9oi15L/,4.0,4220.859111789063,4220.666574480469,4072.627703662109,4211.554735222657,Excited,Excited
17:46:17,https://www.instagram.com/reels/DH4x-DvxyPP/,6.0,4229.800018971354,4231.209424355468,4080.619158113281,4218.324319863281,Neutral,Neutral
17:46:23,https://www.instagram.com/reels/DH1jr8gy4Y7/,12.0,4232.685884505208,4233.200195345703,4083.311806207683,4220.579515166667,Neutral,Neutral
17:46:35,https://www.instagram.com/reels/DHi-nC1tCZF/,3.0,4223.293265046875,4235.662056005208,4080.5809357942708,4217.291332270833,Sad,Sad
17:46:38,https://www.instagram.com/reels/DH36oxsOg7E/,3.0,4229.588670091146,4226.961128265625,4074.764625565104,4215.469402356771,Sad,Sad
17:46:41,https://www.instagram.com/reels/DIB0CXsoUco/,7.0,4234.236200066965,4236.647348705357,4088.201829904018,4223.959771870535,Excited,Excited
17:46:48,https://www.instagram.com/reels/DEfcdvKzgWl/,9.0,4234.720328449654,4237.208416867188,4081.609913519097,4221.291406039931,Excited,Excited
17:46:57,https://www.instagram.com/reels/DGgyT-jytE3/,4.0,4229.953423535157,4221.876005195312,4087.7704358242186,4216.972413107422,Excited,Excited
17:47:01,https://www.instagram.com/reels/DDs8D1BsTNn/,6.0,4229.044798227865,4241.556997335937,4087.61986065625,4218.094286938803,neutral,Neutral
17:47:07,https://www.instagram.com/reels/DDWgp_pSNoZ/,20.0,4234.203877096485,4234.078571903516,4086.3966356394535,4221.136972836719,Interested,Interested
17:47:27,https://www.instagram.com/reels/DFyfOQ-RnU9/,4.0,4235.415423876953,4210.427688621094,4086.255004412109,4201.595054638672,neutral,Neutral
17:47:31,https://www.instagram.com/reels/DHSLj95sfzt/,4.0,4235.248396880859,4253.748990072265,4086.706239734375,4234.088046107421,Neutral,Neutral
17:47:35,https://www.instagram.com/reels/DHj7vfrs1A7/,8.0,4220.062222757813,4225.428428676758,4076.435298921875,4210.2005732265625,neutral,Neutral
17:47:43,https://www.instagram.com/reels/DHt2QzZuU98/,5.0,4259.074116545313,4266.145223259375,4117.160454953125,4239.604370140625,Sad,Sad
17:47:48,https://www.instagram.com/reels/DHo8y27SOzy/,2.0,4229.265321777344,4223.121990230469,4085.9630451132816,4216.43128015625,Sad,Sad
17:47:50,https://www.instagram.com/reels/DHjcls-BRCJ/,8.0,4234.441984187501,4233.995148918946,4078.5626974179686,4224.624529416993,Neutral,Neutral
17:47:58,https://www.instagram.com/reels/DHlhzVhxo1v/,22.0,4232.491125131037,4232.769202852628,4086.3143732031244,4221.1934124687505,Interested,Interested
17:48:20,https://www.instagram.com/reels/DHufeRiPHpi/,18.0,4231.999869256945,4231.118846713108,4082.779111972222,4219.970894083767,Neutral,Neutral
17:48:38,https://www.instagram.com/reels/DHpa1PRJlqz/,24.0,4230.56803594987,4233.185513995769,4083.4564865576176,4219.707822670898,Neutral,Neutral
17:49:02,https://www.instagram.com/reels/DFYVNSSya0k/,5.0,4233.921477526563,4232.602966328124,4079.8084961,4222.0969459875,Sad,Sad
17:49:07,https://www.instagram.com/reels/DGbcvSiMl6x/,2.0,4214.121095671875,4233.7219601054685,4081.5610017851563,4210.78725053125,Sad,Sad
17:49:09,https://www.instagram.com/reels/DCKH1rwPlEB/,11.0,4236.707189071733,4234.673208432529,4087.974761277699,4224.6392448125,neutral,Neutral
17:49:20,https://www.instagram.com/reels/DGZKctKAQRj/,3.0,4225.580245979167,4223.184102385417,4078.7516772031254,4215.292813640625,neutral,Neutral
17:49:23,https://www.instagram.com/reels/DFQMqFUOfTE/,8.0,4229.5753202695305,4232.395214113281,4081.2933225761717,4218.469426658203,interested,Interested
17:49:31,https://www.instagram.com/reels/DG_IAiyMByA/,23.0,4231.341841842731,4231.9773378964,4084.1232066800267,4219.434230998301,interested,Interested
17:49:54,https://www.instagram.com/reels/DG1KzXRzfzy/,6.0,4223.70176254427,4228.221819596354,4081.1371453841143,4221.069206908854,Sad,Sad
17:50:00,https://www.instagram.com/reels/DHoNJcXs2_u/,23.0,4232.178225501019,4231.909622217051,4082.536278355299,4220.742755582201,Interested,Interested
17:50:23,https://www.instagram.com/reels/DIAGKhEukIF/,19.0,4230.086767929687,4231.217262299753,4083.6217985715452,4219.614066099918,Interested,Interested
17:50:42,https://www.instagram.com/reels/DHqoJX-hDjx/,17.0,4230.596774954503,4230.944153515625,4082.7890498253673,4219.505263417738,Excited,Excited
17:50:59,https://www.instagram.com/reels/DHmOVrYR3mo/,3.0,4232.584466328125,4230.4554023958335,4086.2593536406252,4223.543333705729,Neutral,Neutral
17:51:02,https://www.instagram.com/reels/DHrBnYsO37V/,15.0,4230.793274713021,4231.183159924479,4082.645899086458,4220.091613282812,Interesting,Interested
17:51:17,https://www.instagram.com/reels/DHtLhQSJxU7/,8.0,3728.1479035751954,4236.0177512499995,4087.467203394531,4208.012815984375,Neutral,Neutral
17:51:25,https://www.instagram.com/reels/DHq5ybqTOzZ/,11.0,4231.9216241157665,4227.515568669035,4080.506994252131,4221.2679346640625,Neutral,Neutral
17:51:36,https://www.instagram.com/reels/DIB7mm6pRoQ/,36.0,4243.0409498454865,4231.047398441407,4082.7211891299908,4223.5458632280815,Funny,Funny
17:52:12,https://www.instagram.com/reels/DGBcGQhtLCB/,50.0,4221.646875788125,4229.514746839062,4081.931892211563,4219.682693388906,Funny,Funny
17:53:02,https://www.instagram.com/reels/DHwxPLhydV4/,14.0,4230.563040760602,4231.102480770647,4083.986379772322,4221.257228872768,Excited,Excited
17:53:16,https://www.instagram.com/reels/DH4IaG5J4Il/,3.0,4238.810433716146,4228.8638509036455,4073.983045567708,4218.818119093749,Neutral,Neutral
17:53:19,https://www.instagram.com/reels/DHaXAzgCZL-/,18.0,4233.391483011284,4234.937957147135,4085.5802074088538,4222.128850114584,Funny,Funny
17:53:37,https://www.instagram.com/reels/DH43aEoxiJq/,3.0,4231.603567791666,4218.098955817709,4082.621537541667,4218.51928079427,Neutral,Neutral
17:53:40,https://www.instagram.com/reels/DF9CY6VRGuR/,4.0,4232.912660617187,4222.34500315625,4074.42608594336,4219.076010730469,Neutral,Neutral
17:53:44,https://www.instagram.com/reels/DHlqd4kJun5/,19.0,4230.686467849096,4230.620046535773,4082.559566800164,4220.111812417763,Excited,Excited
17:54:03,https://www.instagram.com/reels/DDSgFEjNqtD/,12.0,4230.304565773437,4230.168768275391,4083.3730619856774,4219.856937440755,Sad,Sad
17:54:15,https://www.instagram.com/reels/DBvE6F-xfwX/,23.0,4229.791406824049,4228.46641908288,4081.765215753397,4219.660279422215,Sad,Sad
17:54:38,https://www.instagram.com/reels/DG23lLDsiaR/,2.0,4248.7645321289065,4230.917459519531,4086.342638984375,4230.010030769532,neutral,Neutral
17:54:40,https://www.instagram.com/reels/DH_3E_ByLmC/,48.0,4231.5279447128905,4231.164804085286,4083.98998873584,4221.111697419759,interested,Interested
17:55:28,https://www.instagram.com/reels/DG8jCo7OxPL/,5.0,4225.082730125,4216.590131390625,4067.96113625,4213.635409559375,Funny,Funny
17:55:33,https://www.instagram.com/reels/DCMdBaIJPTL/,4.0,4242.88636208789,4229.392039341797,4087.6174388183595,4222.638962763672,neutral,Neutral
17:55:37,https://www.instagram.com/reels/DICTo8uyxtg/,7.0,4220.146369686384,4223.2955594977675,4076.97158105692,4217.051002791295,Interested,Interested
17:55:44,https://www.instagram.com/reels/DGUjOKxxtvN/,6.0,4228.310128222656,4239.371996263021,4088.413460118489,4219.6668033971355,Interested,Interested
17:55:50,https://www.instagram.com/reels/DBumOhuCJts/,26.0,4229.916747267427,4226.561882417669,4080.006392777344,4220.396593847656,Sad,Sad
17:56:16,https://www.instagram.com/reels/DFVAf-tN43X/,18.0,4231.0605350230035,4231.111776381945,4084.498978611545,4221.524663523003,Sad,Sad
17:56:34,https://www.instagram.com/reels/DBt9nGQykk_/,27.0,4209.382234741609,4231.522951435764,4080.247433488426,4219.659825387442,Funny,Funny
17:57:01,https://www.instagram.com/reels/DH_0xBiy2vF/,3.0,4252.568442054688,4207.240912153646,4094.111919401041,4237.347087885417,Neutral,Neutral
17:57:04,https://www.instagram.com/reels/DHB2-kRSkry/,18.0,4230.410994130642,4229.2282097356765,4082.601048692274,4222.65997878125,Excited,Excited
17:57:22,https://www.instagram.com/reels/DGoefi2RNfV/,3.0,4228.605435716146,4221.537794752604,4071.6099084218754,4204.422747317708,Funny,Funny
17:57:25,https://www.instagram.com/reels/DHrh66Dui-7/,4.0,4211.387717269531,4210.235124164063,4065.204579849609,4206.1105304160155,Neutral,Neutral
17:57:29,https://www.instagram.com/reels/DHt0rz2BFt7/,7.0,4238.923859222098,4236.3656136897325,4090.300772537946,4227.251319918527,Funny,Funny
17:57:36,https://www.instagram.com/reels/DHmbQG1saBl/,15.0,4235.776982263021,4233.846416242708,4086.978430180729,4223.465876280209,Funny,Funny
17:57:51,https://www.instagram.com/reels/DHlVfGjOEGJ/,3.0,4225.301470471354,4234.955927559896,4087.0846691276042,4220.840671598959,Excited,Excited
17:57:54,https://www.instagram.com/reels/DHmD8e-u2bZ/,43.0,4248.63816035944,4256.655458126574,4109.232021611188,4230.556479523776,Interested,Interested
